127.0.0.1 - - [11/Oct/2017:23:42:12 -0300] "GET / HTTP/1.1" 404 994
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/index.xhtml HTTP/1.1" 200 8073
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/javax.faces.resource/jquery/jquery.js.xhtml;jsessionid=707BE5DDFC542C729BE853F9E8427C96?ln=primefaces&v=6.0 HTTP/1.1" 200 107785
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/javax.faces.resource/jquery/jquery-plugins.js.xhtml;jsessionid=707BE5DDFC542C729BE853F9E8427C96?ln=primefaces&v=6.0 HTTP/1.1" 200 245797
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/javax.faces.resource/components.css.xhtml;jsessionid=707BE5DDFC542C729BE853F9E8427C96?ln=primefaces&v=6.0 HTTP/1.1" 200 75447
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/javax.faces.resource/core.js.xhtml;jsessionid=707BE5DDFC542C729BE853F9E8427C96?ln=primefaces&v=6.0 HTTP/1.1" 200 30554
127.0.0.1 - - [11/Oct/2017:23:42:18 -0300] "GET /ProjectLab/javax.faces.resource/components.js.xhtml;jsessionid=707BE5DDFC542C729BE853F9E8427C96?ln=primefaces&v=6.0 HTTP/1.1" 200 357791
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/index.xhtml HTTP/1.1" 200 8072
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/core.js.xhtml;jsessionid=B7E8668E9FDCC9D36547886805515827?ln=primefaces&v=6.0 HTTP/1.1" 200 30554
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/design/layout.css HTTP/1.1" 200 2484
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/jquery/jquery.js.xhtml;jsessionid=B7E8668E9FDCC9D36547886805515827?ln=primefaces&v=6.0 HTTP/1.1" 200 107785
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/theme.css.xhtml?ln=primefaces-aristo HTTP/1.1" 200 24424
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/components.css.xhtml;jsessionid=B7E8668E9FDCC9D36547886805515827?ln=primefaces&v=6.0 HTTP/1.1" 200 75447
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/jquery/jquery-plugins.js.xhtml;jsessionid=B7E8668E9FDCC9D36547886805515827?ln=primefaces&v=6.0 HTTP/1.1" 200 245797
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/javax.faces.resource/components.js.xhtml;jsessionid=B7E8668E9FDCC9D36547886805515827?ln=primefaces&v=6.0 HTTP/1.1" 200 357791
127.0.0.1 - - [11/Oct/2017:23:42:35 -0300] "GET /ProjectLab/imagens/logo.png HTTP/1.1" 200 61229
